2021-07-04 09:48:27,637 INFO     Search BICs for /tmp/Mockito-33b/
2021-07-04 09:48:27,637 DEBUG    Reading the coverage of org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest::shouldVerificationWorks (failings)
2021-07-04 09:48:27,663 DEBUG    Reading the coverage of org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest::shouldStubbingWork (failings)
2021-07-04 09:48:27,687 INFO     Loaded 2x689 Coverage Matrix
2021-07-04 09:48:27,687 INFO     The number of total commits: 1409
2021-07-04 09:48:27,979 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:48:28,065 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,071 DEBUG    [single line]   org/mockito/Answers.java <clinit> 27
2021-07-04 09:48:28,157 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,162 DEBUG    [single line]   org/mockito/Answers.java <clinit> 28
2021-07-04 09:48:28,248 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,253 DEBUG    [single line]   org/mockito/Answers.java <clinit> 29
2021-07-04 09:48:28,339 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,344 DEBUG    [single line]   org/mockito/Answers.java <clinit> 30
2021-07-04 09:48:28,433 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,438 DEBUG    [single line]   org/mockito/Answers.java <clinit> 31
2021-07-04 09:48:28,524 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,529 DEBUG    [line range] org/mockito/Answers.java <init> 36:38
2021-07-04 09:48:28,619 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:28,624 DEBUG    [line range] org/mockito/Answers.java get 40:42
2021-07-04 09:48:28,710 DEBUG                  - depth 0, hash 77fea3d, HEAD~52
2021-07-04 09:48:29,084 DEBUG    [line range] org/mockito/Matchers.java <clinit> 100:100
2021-07-04 09:48:29,183 DEBUG                  - depth 0, hash d94c8c1, HEAD~545
2021-07-04 09:48:29,188 DEBUG                  - depth 1, hash 7035637, HEAD~602
2021-07-04 09:48:29,192 DEBUG                  - depth 2, hash 863efe6, HEAD~621
2021-07-04 09:48:29,196 DEBUG                  - depth 3, hash 6d73019, HEAD~641
2021-07-04 09:48:29,200 DEBUG                  - depth 4, hash affa89d, HEAD~642
2021-07-04 09:48:29,204 DEBUG                  - depth 5, hash e6759cc, HEAD~723
2021-07-04 09:48:29,208 DEBUG                  - depth 6, hash 63fbcc7, HEAD~724
2021-07-04 09:48:29,212 DEBUG                  - depth 7, hash 9d1a555, HEAD~765
2021-07-04 09:48:29,216 DEBUG                  - depth 8, hash 97194a6, HEAD~795
2021-07-04 09:48:29,220 DEBUG                  - depth 9, hash eb1110e, HEAD~822
2021-07-04 09:48:29,224 DEBUG                  - depth 10, hash b0c3487, HEAD~852
2021-07-04 09:48:29,228 DEBUG                  - depth 11, hash e71e3d3, HEAD~883
2021-07-04 09:48:29,233 DEBUG                  - depth 12, hash b29cc4b, HEAD~888
2021-07-04 09:48:29,237 DEBUG                  - depth 13, hash a56149b, HEAD~896
2021-07-04 09:48:29,241 DEBUG                  - depth 14, hash 56b3503, HEAD~900
2021-07-04 09:48:29,245 DEBUG                  - depth 15, hash a0e3112, HEAD~991
2021-07-04 09:48:29,249 DEBUG                  - depth 16, hash f123fe1, HEAD~999
2021-07-04 09:48:29,253 DEBUG                  - depth 17, hash 03444ce, HEAD~1006
2021-07-04 09:48:29,257 DEBUG                  - depth 18, hash 4f7f2f1, HEAD~1008
2021-07-04 09:48:29,261 DEBUG                  - depth 19, hash 868fcb0, HEAD~1011
2021-07-04 09:48:29,265 DEBUG                  - depth 20, hash 1b1c8f7, HEAD~1020
2021-07-04 09:48:29,269 DEBUG                  - depth 21, hash b866779, HEAD~1022
2021-07-04 09:48:29,273 DEBUG                  - depth 22, hash 05c8ca8, HEAD~1055
2021-07-04 09:48:29,278 DEBUG                  - depth 23, hash 5b494bf, HEAD~1057
2021-07-04 09:48:29,282 DEBUG                  - depth 24, hash 83e1a6d, HEAD~1060
2021-07-04 09:48:29,286 DEBUG                  - depth 25, hash 85cc060, HEAD~1062
2021-07-04 09:48:29,290 DEBUG                  - depth 26, hash 56d884c, HEAD~1063
2021-07-04 09:48:29,294 DEBUG                  - depth 27, hash feb23b0, HEAD~1065
2021-07-04 09:48:29,298 DEBUG                  - depth 28, hash bda14b0, HEAD~1078
2021-07-04 09:48:29,302 DEBUG                  - depth 29, hash bf4eec3, HEAD~1081
2021-07-04 09:48:29,307 DEBUG                  - depth 30, hash 71450e5, HEAD~1082
