2021-07-04 09:41:30,673 INFO     Search BICs for /tmp/Mockito-28b/
2021-07-04 09:41:30,675 DEBUG    Reading the coverage of org.mockitousage.bugs.InjectionByTypeShouldFirstLookForExactTypeThenAncestorTest::mock_should_be_injected_once_and_in_the_best_matching_type (failings)
2021-07-04 09:41:30,697 INFO     Loaded 1x563 Coverage Matrix
2021-07-04 09:41:30,697 INFO     The number of total commits: 1500
2021-07-04 09:41:30,983 DEBUG    [single line]   org/mockito/Answers.java <clinit> 25
2021-07-04 09:41:31,073 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,079 DEBUG    [single line]   org/mockito/Answers.java <clinit> 34
2021-07-04 09:41:31,169 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,174 DEBUG    [single line]   org/mockito/Answers.java <clinit> 43
2021-07-04 09:41:31,263 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,269 DEBUG    [single line]   org/mockito/Answers.java <clinit> 52
2021-07-04 09:41:31,359 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,364 DEBUG    [single line]   org/mockito/Answers.java <clinit> 62
2021-07-04 09:41:31,454 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,459 DEBUG    [single line]   org/mockito/Answers.java <clinit> 71
2021-07-04 09:41:31,549 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,554 DEBUG    [line range] org/mockito/Answers.java <init> 76:78
2021-07-04 09:41:31,644 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:31,649 DEBUG    [line range] org/mockito/Answers.java get 80:82
2021-07-04 09:41:31,739 DEBUG                  - depth 0, hash 77fea3d, HEAD~143
2021-07-04 09:41:32,109 DEBUG    [line range] org/mockito/Matchers.java <clinit> 100:100
2021-07-04 09:41:32,212 DEBUG                  - depth 0, hash d94c8c1, HEAD~636
2021-07-04 09:41:32,217 DEBUG                  - depth 1, hash 7035637, HEAD~693
2021-07-04 09:41:32,222 DEBUG                  - depth 2, hash 863efe6, HEAD~712
2021-07-04 09:41:32,226 DEBUG                  - depth 3, hash 6d73019, HEAD~732
2021-07-04 09:41:32,230 DEBUG                  - depth 4, hash affa89d, HEAD~733
2021-07-04 09:41:32,234 DEBUG                  - depth 5, hash e6759cc, HEAD~814
2021-07-04 09:41:32,238 DEBUG                  - depth 6, hash 63fbcc7, HEAD~815
2021-07-04 09:41:32,242 DEBUG                  - depth 7, hash 9d1a555, HEAD~856
2021-07-04 09:41:32,246 DEBUG                  - depth 8, hash 97194a6, HEAD~886
