2021-07-03 20:17:19,290 INFO     Search BICs for /tmp/Codec-15b/
2021-07-03 20:17:19,290 DEBUG    Reading the coverage of org.apache.commons.codec.language.SoundexTest::testHWRuleEx1 (failings)
2021-07-03 20:17:19,292 INFO     Loaded 1x43 Coverage Matrix
2021-07-03 20:17:19,292 INFO     The number of total commits: 1433
2021-07-03 20:17:19,625 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java <clinit> 52:52
2021-07-03 20:17:19,680 DEBUG                  - depth 0, hash 2af0444, HEAD~754
2021-07-03 20:17:19,686 DEBUG                  - depth 1, hash 1221af6, HEAD~765
2021-07-03 20:17:19,690 DEBUG                  - depth 2, hash ee2d79c, HEAD~961
2021-07-03 20:17:19,694 DEBUG                  - depth 3, hash cb63f4a, HEAD~981
2021-07-03 20:17:19,698 DEBUG                  - depth 4, hash ed9becf, HEAD~1180
2021-07-03 20:17:19,703 DEBUG                  - depth 5, hash 6b0e453, HEAD~1324
2021-07-03 20:17:19,707 DEBUG                  - depth 6, hash 7748f47, HEAD~1403
2021-07-03 20:17:19,711 DEBUG                  - depth 7, hash 71205dd, HEAD~1431
2021-07-03 20:17:19,715 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java <init> 81:83
2021-07-03 20:17:19,770 DEBUG                  - depth 0, hash cb63f4a, HEAD~981
2021-07-03 20:17:19,775 DEBUG                  - depth 1, hash 71205dd, HEAD~1431
2021-07-03 20:17:19,779 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java <init> 66:67
2021-07-03 20:17:19,832 DEBUG                  - depth 0, hash 7c622a0, HEAD~426
2021-07-03 20:17:19,837 DEBUG                  - depth 1, hash bdf8e5c, HEAD~510
2021-07-03 20:17:19,841 DEBUG                  - depth 2, hash 899036a, HEAD~1284
2021-07-03 20:17:19,845 DEBUG                  - depth 3, hash 18bfd07, HEAD~1287
2021-07-03 20:17:19,850 DEBUG                  - depth 4, hash af5537c, HEAD~1288
2021-07-03 20:17:19,854 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java encode 165:168
2021-07-03 20:17:19,907 DEBUG                  - depth 0, hash ab1ee1b, HEAD~248
2021-07-03 20:17:19,913 DEBUG                  - depth 1, hash 5819f2d, HEAD~423
2021-07-03 20:17:19,917 DEBUG                  - depth 2, hash f282e95, HEAD~428
2021-07-03 20:17:19,921 DEBUG                  - depth 3, hash 6b0e453, HEAD~1324
2021-07-03 20:17:19,925 DEBUG                  - depth 4, hash 9da7d2a, HEAD~1325
2021-07-03 20:17:19,929 DEBUG                  - depth 5, hash 71205dd, HEAD~1431
2021-07-03 20:17:19,933 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java getMappingCode 183:198
2021-07-03 20:17:19,988 DEBUG                  - depth 0, hash ab1ee1b, HEAD~248
2021-07-03 20:17:19,993 DEBUG                  - depth 1, hash 519cfe5, HEAD~1141
2021-07-03 20:17:19,997 DEBUG                  - depth 2, hash f095ceb, HEAD~1319
2021-07-03 20:17:20,001 DEBUG                  - depth 3, hash 6b0e453, HEAD~1324
2021-07-03 20:17:20,005 DEBUG                  - depth 4, hash 9da7d2a, HEAD~1325
2021-07-03 20:17:20,009 DEBUG                  - depth 5, hash 7748f47, HEAD~1403
2021-07-03 20:17:20,013 DEBUG                  - depth 6, hash 71205dd, HEAD~1431
2021-07-03 20:17:20,018 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java getSoundexMapping 216:218
2021-07-03 20:17:20,072 DEBUG                  - depth 0, hash 9da7d2a, HEAD~1325
2021-07-03 20:17:20,078 DEBUG                  - depth 1, hash 71205dd, HEAD~1431
2021-07-03 20:17:20,082 DEBUG    [line range] org/apache/commons/codec/language/Soundex.java map 229:235
2021-07-03 20:17:20,138 DEBUG                  - depth 0, hash ab1ee1b, HEAD~248
