2021-07-04 08:48:22,025 INFO     Search BICs for /tmp/Mockito-8b/
2021-07-04 08:48:22,025 DEBUG    Reading the coverage of org.mockito.internal.util.reflection.GenericMetadataSupportTest::typeVariable_of_self_type (failings)
2021-07-04 08:48:22,027 INFO     Loaded 1x63 Coverage Matrix
2021-07-04 08:48:22,028 INFO     The number of total commits: 2462
2021-07-04 08:48:22,313 DEBUG    [line range] org/mockito/internal/util/Checks.java checkNotNull 13:18
2021-07-04 08:48:22,437 DEBUG                  - depth 0, hash 377de51, HEAD~924
2021-07-04 08:48:22,818 DEBUG    [single line]   org/mockito/internal/util/reflection/GenericMetadataSupport.java <init> 56
2021-07-04 08:48:22,945 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:22,950 DEBUG                  - depth 1, hash afac748, HEAD~522
2021-07-04 08:48:22,954 DEBUG                  - depth 2, hash 55bfac6, HEAD~686
2021-07-04 08:48:22,959 DEBUG                  - depth 3, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:22,963 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java <init> 63:63
2021-07-04 08:48:23,094 DEBUG                  - depth 0, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,100 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java boundsOf 104:109
2021-07-04 08:48:23,226 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:23,231 DEBUG                  - depth 1, hash a811bad, HEAD~507
2021-07-04 08:48:23,235 DEBUG                  - depth 2, hash dc2bea8, HEAD~690
2021-07-04 08:48:23,239 DEBUG                  - depth 3, hash 52f6a93, HEAD~695
2021-07-04 08:48:23,243 DEBUG                  - depth 4, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,247 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java getActualTypeArgumentFor 181:189
2021-07-04 08:48:23,374 DEBUG                  - depth 0, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,379 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java inferFrom 228:238
2021-07-04 08:48:23,505 DEBUG                  - depth 0, hash eaa090e, HEAD~634
2021-07-04 08:48:23,510 DEBUG                  - depth 1, hash 55bfac6, HEAD~686
2021-07-04 08:48:23,514 DEBUG                  - depth 2, hash 52f6a93, HEAD~695
2021-07-04 08:48:23,518 DEBUG                  - depth 3, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,523 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java registerTypeParametersOn 86:90
2021-07-04 08:48:23,650 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:23,655 DEBUG                  - depth 1, hash a811bad, HEAD~507
2021-07-04 08:48:23,660 DEBUG                  - depth 2, hash dc2bea8, HEAD~690
2021-07-04 08:48:23,664 DEBUG                  - depth 3, hash 52f6a93, HEAD~695
2021-07-04 08:48:23,668 DEBUG                  - depth 4, hash d8f0aa9, HEAD~696
2021-07-04 08:48:23,672 DEBUG                  - depth 5, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,676 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java registerTypeVariableIfNotPresent 92:97
2021-07-04 08:48:23,808 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:23,813 DEBUG                  - depth 1, hash a811bad, HEAD~507
2021-07-04 08:48:23,817 DEBUG                  - depth 2, hash dc2bea8, HEAD~690
2021-07-04 08:48:23,821 DEBUG                  - depth 3, hash 52f6a93, HEAD~695
2021-07-04 08:48:23,825 DEBUG                  - depth 4, hash d8f0aa9, HEAD~696
2021-07-04 08:48:23,829 DEBUG                  - depth 5, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,834 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java registerTypeVariablesOn 66:84
2021-07-04 08:48:23,963 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:23,968 DEBUG                  - depth 1, hash a811bad, HEAD~507
2021-07-04 08:48:23,972 DEBUG                  - depth 2, hash dc2bea8, HEAD~690
2021-07-04 08:48:23,976 DEBUG                  - depth 3, hash 52f6a93, HEAD~695
2021-07-04 08:48:23,980 DEBUG                  - depth 4, hash d8f0aa9, HEAD~696
2021-07-04 08:48:23,984 DEBUG                  - depth 5, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:23,989 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java resolveGenericReturnType 199:214
2021-07-04 08:48:24,115 DEBUG                  - depth 0, hash 55bfac6, HEAD~686
2021-07-04 08:48:24,121 DEBUG                  - depth 1, hash dc2bea8, HEAD~690
2021-07-04 08:48:24,125 DEBUG                  - depth 2, hash 52f6a93, HEAD~695
2021-07-04 08:48:24,129 DEBUG                  - depth 3, hash d8f0aa9, HEAD~696
2021-07-04 08:48:24,133 DEBUG                  - depth 4, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:24,137 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java <init> 254:263
2021-07-04 08:48:24,264 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:24,269 DEBUG                  - depth 1, hash 55bfac6, HEAD~686
2021-07-04 08:48:24,273 DEBUG                  - depth 2, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:24,277 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java readActualTypeParametersOnDeclaringClass 274:280
2021-07-04 08:48:24,404 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:24,409 DEBUG                  - depth 1, hash d8f0aa9, HEAD~696
2021-07-04 08:48:24,413 DEBUG                  - depth 2, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:24,418 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java superClassOf 265:272
2021-07-04 08:48:24,543 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:24,549 DEBUG                  - depth 1, hash 6eaf9a2, HEAD~697
2021-07-04 08:48:24,553 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java <init> 519:521
2021-07-04 08:48:24,684 DEBUG                  - depth 0, hash ab9e9f3, HEAD~506
2021-07-04 08:48:24,690 DEBUG                  - depth 1, hash a811bad, HEAD~507
2021-07-04 08:48:24,694 DEBUG                  - depth 2, hash dc2bea8, HEAD~690
2021-07-04 08:48:24,698 DEBUG                  - depth 3, hash 52f6a93, HEAD~695
2021-07-04 08:48:24,702 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java <init> 362:369
2021-07-04 08:48:24,829 DEBUG                  - depth 0, hash 55bfac6, HEAD~686
2021-07-04 08:48:24,834 DEBUG                  - depth 1, hash d8f0aa9, HEAD~696
2021-07-04 08:48:24,839 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java readTypeParameters 371:373
2021-07-04 08:48:24,970 DEBUG                  - depth 0, hash d8f0aa9, HEAD~696
2021-07-04 08:48:24,975 DEBUG    [line range] org/mockito/internal/util/reflection/GenericMetadataSupport.java readTypeVariables 375:380
2021-07-04 08:48:25,101 DEBUG                  - depth 0, hash d8f0aa9, HEAD~696
2021-07-04 08:48:25,106 INFO     The number of BIC candidates: 10
