2021-07-03 20:39:19,945 INFO     Search BICs for /tmp/Compress-34b/
2021-07-03 20:39:19,945 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.zip.X7875_NewUnixTest::testParseReparse (failings)
2021-07-03 20:39:19,948 INFO     Loaded 1x91 Coverage Matrix
2021-07-03 20:39:19,948 INFO     The number of total commits: 1748
2021-07-03 20:39:20,289 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java <clinit> 48:48
2021-07-03 20:39:20,347 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,353 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java <init> 52:52
2021-07-03 20:39:20,410 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,416 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java getCentralDirectoryLength 136:138
2021-07-03 20:39:20,473 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,479 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java getGID 96:96
2021-07-03 20:39:20,537 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,542 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java getLocalFileDataData 146:175
2021-07-03 20:39:20,600 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,605 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java getLocalFileDataLength 122:128
2021-07-03 20:39:20,663 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,668 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java getUID 86:86
2021-07-03 20:39:20,726 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,732 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java parseFromLocalFileData 195:210
2021-07-03 20:39:20,789 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,795 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java reset 227:231
2021-07-03 20:39:20,852 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,858 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java setGID 112:114
2021-07-03 20:39:20,915 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,921 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java setUID 103:105
2021-07-03 20:39:20,978 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:20,984 DEBUG    [line range] org/apache/commons/compress/archivers/zip/X7875_NewUnix.java trimLeadingZeroesForceMinLength 280:337
2021-07-03 20:39:21,041 DEBUG                  - depth 0, hash 2245d7a, HEAD~641
2021-07-03 20:39:21,379 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java <clinit> 50:50
2021-07-03 20:39:21,440 DEBUG                  - depth 0, hash 008ca94, HEAD~1464
2021-07-03 20:39:21,446 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java <init> 93:95
2021-07-03 20:39:21,507 DEBUG                  - depth 0, hash ab9ebfc, HEAD~1614
2021-07-03 20:39:21,512 DEBUG                  - depth 1, hash 8822084, HEAD~1706
2021-07-03 20:39:21,516 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java getBytes 135:139
2021-07-03 20:39:21,577 DEBUG                  - depth 0, hash 1418705, HEAD~141
2021-07-03 20:39:21,583 DEBUG                  - depth 1, hash ab9ebfc, HEAD~1614
2021-07-03 20:39:21,587 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipLong.java putLong 150:155
