2021-07-03 20:25:22,549 INFO     Search BICs for /tmp/Compress-3b/
2021-07-03 20:25:22,549 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.ArchiveOutputStreamTest::testFinish (failings)
2021-07-03 20:25:22,572 INFO     Loaded 1x312 Coverage Matrix
2021-07-03 20:25:22,572 INFO     The number of total commits: 471
2021-07-03 20:25:22,855 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveOutputStream.java <init> 49
2021-07-03 20:25:22,873 DEBUG                  - depth 0, hash c30b588, HEAD~314
2021-07-03 20:25:22,879 DEBUG                  - depth 1, hash f77e1f1, HEAD~322
2021-07-03 20:25:22,883 DEBUG                  - depth 2, hash ca16539, HEAD~358
2021-07-03 20:25:22,887 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveOutputStream.java <init> 52:52
2021-07-03 20:25:22,905 DEBUG                  - depth 0, hash 52fcfa0, HEAD~126
2021-07-03 20:25:23,227 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 72
2021-07-03 20:25:23,246 DEBUG                  - depth 0, hash 6a70323, HEAD~348
2021-07-03 20:25:23,251 DEBUG                  - depth 1, hash ca16539, HEAD~358
2021-07-03 20:25:23,255 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveOutputStream 113:133
2021-07-03 20:25:23,275 DEBUG                  - depth 0, hash c4a65f0, HEAD~247
2021-07-03 20:25:23,280 DEBUG                  - depth 1, hash 55c78f6, HEAD~312
2021-07-03 20:25:23,285 DEBUG                  - depth 2, hash 0ba4e2a, HEAD~313
2021-07-03 20:25:23,289 DEBUG                  - depth 3, hash 6284d8d, HEAD~321
2021-07-03 20:25:23,293 DEBUG                  - depth 4, hash f77e1f1, HEAD~322
2021-07-03 20:25:23,297 DEBUG                  - depth 5, hash b7bc8c7, HEAD~328
2021-07-03 20:25:23,301 DEBUG                  - depth 6, hash 70c8320, HEAD~338
2021-07-03 20:25:23,305 DEBUG                  - depth 7, hash 6a70323, HEAD~348
2021-07-03 20:25:23,309 DEBUG                  - depth 8, hash ca16539, HEAD~358
2021-07-03 20:25:23,630 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AbstractUnicodeExtraField.java <init> 34:35
2021-07-03 20:25:23,648 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:24,002 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AsiExtraField.java <clinit> 55:55
2021-07-03 20:25:24,050 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,056 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AsiExtraField.java <init> 60:60
2021-07-03 20:25:24,077 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,083 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:24,087 DEBUG    [line range] org/apache/commons/compress/archivers/zip/AsiExtraField.java getHeaderId 93:95
2021-07-03 20:25:24,108 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,114 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:24,448 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 41
2021-07-03 20:25:24,469 DEBUG                  - depth 0, hash 2ae5e28, HEAD~332
2021-07-03 20:25:24,475 DEBUG                  - depth 1, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,479 DEBUG                  - depth 2, hash 8822084, HEAD~429
2021-07-03 20:25:24,483 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 42
2021-07-03 20:25:24,504 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,509 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:24,513 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 43
2021-07-03 20:25:24,534 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,539 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:24,543 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 44
2021-07-03 20:25:24,564 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:24,569 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 45
2021-07-03 20:25:24,590 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:24,595 DEBUG    [single line]   org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java <clinit> 46
2021-07-03 20:25:24,616 DEBUG                  - depth 0, hash 8822084, HEAD~429
2021-07-03 20:25:24,621 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java mergeCentralDirectoryData 168:185
2021-07-03 20:25:24,642 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,647 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:24,651 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java register 55:66
2021-07-03 20:25:24,672 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:24,677 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:24,973 DEBUG    [line range] org/apache/commons/compress/archivers/zip/FallbackZipEncoding.java <init> 60:62
2021-07-03 20:25:24,991 DEBUG                  - depth 0, hash 853176f, HEAD~270
2021-07-03 20:25:24,996 DEBUG    [line range] org/apache/commons/compress/archivers/zip/FallbackZipEncoding.java canEncode 68:70
2021-07-03 20:25:25,014 DEBUG                  - depth 0, hash 853176f, HEAD~270
2021-07-03 20:25:25,019 DEBUG    [line range] org/apache/commons/compress/archivers/zip/FallbackZipEncoding.java encode 76:82
2021-07-03 20:25:25,036 DEBUG                  - depth 0, hash 325f002, HEAD~24
2021-07-03 20:25:25,041 DEBUG                  - depth 1, hash 865686a, HEAD~31
2021-07-03 20:25:25,045 DEBUG                  - depth 2, hash 853176f, HEAD~270
2021-07-03 20:25:25,350 DEBUG    [line range] org/apache/commons/compress/archivers/zip/JarMarker.java <clinit> 29:29
2021-07-03 20:25:25,369 DEBUG                  - depth 0, hash e190c40, HEAD~336
2021-07-03 20:25:25,374 DEBUG    [line range] org/apache/commons/compress/archivers/zip/JarMarker.java <init> 35:37
2021-07-03 20:25:25,392 DEBUG                  - depth 0, hash e190c40, HEAD~336
2021-07-03 20:25:25,397 DEBUG    [line range] org/apache/commons/compress/archivers/zip/JarMarker.java getHeaderId 51:53
2021-07-03 20:25:25,415 DEBUG                  - depth 0, hash e190c40, HEAD~336
2021-07-03 20:25:25,702 DEBUG    [line range] org/apache/commons/compress/archivers/zip/UnicodeCommentExtraField.java <clinit> 40:40
2021-07-03 20:25:25,720 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:25,725 DEBUG    [line range] org/apache/commons/compress/archivers/zip/UnicodeCommentExtraField.java <init> 42:43
2021-07-03 20:25:25,743 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:25,749 DEBUG    [line range] org/apache/commons/compress/archivers/zip/UnicodeCommentExtraField.java getHeaderId 71:73
2021-07-03 20:25:25,766 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:26,056 DEBUG    [line range] org/apache/commons/compress/archivers/zip/UnicodePathExtraField.java <clinit> 40:40
2021-07-03 20:25:26,091 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:26,101 DEBUG    [line range] org/apache/commons/compress/archivers/zip/UnicodePathExtraField.java <init> 42:43
2021-07-03 20:25:26,133 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:26,139 DEBUG    [line range] org/apache/commons/compress/archivers/zip/UnicodePathExtraField.java getHeaderId 70:72
2021-07-03 20:25:26,161 DEBUG                  - depth 0, hash 4e2380b, HEAD~299
2021-07-03 20:25:26,537 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java <init> 39:39
2021-07-03 20:25:26,558 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:26,564 DEBUG                  - depth 1, hash 8822084, HEAD~429
2021-07-03 20:25:26,568 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java <init> 49:51
2021-07-03 20:25:26,589 DEBUG                  - depth 0, hash 463d6eb, HEAD~323
2021-07-03 20:25:26,594 DEBUG                  - depth 1, hash ab9ebfc, HEAD~337
2021-07-03 20:25:26,599 DEBUG                  - depth 2, hash 8822084, HEAD~429
2021-07-03 20:25:26,603 DEBUG    [line range] org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java getCentralDirectoryExtra 322:324
2021-07-03 20:25:26,624 DEBUG                  - depth 0, hash ab9ebfc, HEAD~337
2021-07-03 20:25:26,630 DEBUG                  - depth 1, hash 8822084, HEAD~429
