2021-07-03 20:31:00,344 INFO     Search BICs for /tmp/Compress-18b/
2021-07-03 20:31:00,345 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.tar.TarArchiveOutputStreamTest::testWriteNonAsciiDirectoryNamePosixMode (failings)
2021-07-03 20:31:00,369 INFO     Loaded 1x279 Coverage Matrix
2021-07-03 20:31:00,369 INFO     The number of total commits: 1086
2021-07-03 20:31:00,672 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveOutputStream.java <init> 49
2021-07-03 20:31:00,708 DEBUG                  - depth 0, hash c30b588, HEAD~929
2021-07-03 20:31:00,714 DEBUG                  - depth 1, hash f77e1f1, HEAD~937
2021-07-03 20:31:00,718 DEBUG                  - depth 2, hash ca16539, HEAD~973
2021-07-03 20:31:00,722 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveOutputStream.java <init> 52:52
2021-07-03 20:31:00,759 DEBUG                  - depth 0, hash 52fcfa0, HEAD~741
2021-07-03 20:31:01,095 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 74
2021-07-03 20:31:01,133 DEBUG                  - depth 0, hash 6a70323, HEAD~963
2021-07-03 20:31:01,139 DEBUG                  - depth 1, hash ca16539, HEAD~973
2021-07-03 20:31:01,143 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 110:110
2021-07-03 20:31:01,180 DEBUG                  - depth 0, hash 2ab43b0, HEAD~21
2021-07-03 20:31:01,605 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 185:202
2021-07-03 20:31:01,649 DEBUG                  - depth 0, hash 69ceb4e, HEAD~101
2021-07-03 20:31:01,655 DEBUG                  - depth 1, hash 8118f82, HEAD~691
2021-07-03 20:31:01,659 DEBUG                  - depth 2, hash 1d55670, HEAD~694
2021-07-03 20:31:01,663 DEBUG                  - depth 3, hash 24f9c9b, HEAD~696
2021-07-03 20:31:01,667 DEBUG                  - depth 4, hash 46ad24d, HEAD~959
2021-07-03 20:31:01,671 DEBUG                  - depth 5, hash 8822084, HEAD~1044
2021-07-03 20:31:01,676 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 210:212
2021-07-03 20:31:01,717 DEBUG                  - depth 0, hash 3e2ddad, HEAD~546
2021-07-03 20:31:01,722 DEBUG                  - depth 1, hash 46ad24d, HEAD~959
2021-07-03 20:31:01,726 DEBUG                  - depth 2, hash ca16539, HEAD~973
2021-07-03 20:31:01,730 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 250:257
2021-07-03 20:31:01,771 DEBUG                  - depth 0, hash 7bb5d88, HEAD~545
2021-07-03 20:31:01,776 DEBUG                  - depth 1, hash 46ad24d, HEAD~959
2021-07-03 20:31:01,781 DEBUG                  - depth 2, hash ca16539, HEAD~973
2021-07-03 20:31:01,785 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java <init> 224:242
2021-07-03 20:31:01,827 DEBUG                  - depth 0, hash 9a1011d, HEAD~106
2021-07-03 20:31:01,833 DEBUG                  - depth 1, hash 3e2ddad, HEAD~546
2021-07-03 20:31:01,837 DEBUG                  - depth 2, hash 1d55670, HEAD~694
2021-07-03 20:31:01,841 DEBUG                  - depth 3, hash 32eea1e, HEAD~851
2021-07-03 20:31:01,845 DEBUG                  - depth 4, hash 46ad24d, HEAD~959
2021-07-03 20:31:01,849 DEBUG                  - depth 5, hash ca16539, HEAD~973
2021-07-03 20:31:01,854 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getDevMajor 613:615
2021-07-03 20:31:01,893 DEBUG                  - depth 0, hash 5b13f84, HEAD~105
2021-07-03 20:31:01,899 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getDevMinor 638:640
2021-07-03 20:31:01,938 DEBUG                  - depth 0, hash 5b13f84, HEAD~105
2021-07-03 20:31:01,943 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getGroupId 452:454
2021-07-03 20:31:01,985 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:01,991 DEBUG                  - depth 1, hash 8822084, HEAD~1044
2021-07-03 20:31:01,995 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getModTime 547:549
2021-07-03 20:31:02,038 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,043 DEBUG                  - depth 1, hash 8822084, HEAD~1044
2021-07-03 20:31:02,048 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getMode 581:583
2021-07-03 20:31:02,090 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,095 DEBUG                  - depth 1, hash 8822084, HEAD~1044
2021-07-03 20:31:02,100 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getName 387:389
2021-07-03 20:31:02,143 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,149 DEBUG                  - depth 1, hash 8822084, HEAD~1044
2021-07-03 20:31:02,153 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getSize 590:592
2021-07-03 20:31:02,197 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,202 DEBUG                  - depth 1, hash 8822084, HEAD~1044
2021-07-03 20:31:02,206 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java getUserId 434:436
2021-07-03 20:31:02,250 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,256 DEBUG                  - depth 1, hash 8822084, HEAD~1044
2021-07-03 20:31:02,260 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isDirectory 724:738
2021-07-03 20:31:02,302 DEBUG                  - depth 0, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,307 DEBUG                  - depth 1, hash ca16539, HEAD~973
2021-07-03 20:31:02,312 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isLink 769:771
2021-07-03 20:31:02,352 DEBUG                  - depth 0, hash 86aaf84, HEAD~402
2021-07-03 20:31:02,358 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java isSymbolicLink 760:762
2021-07-03 20:31:02,398 DEBUG                  - depth 0, hash 86aaf84, HEAD~402
2021-07-03 20:31:02,403 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java normalizeFileName 1016:1053
2021-07-03 20:31:02,445 DEBUG                  - depth 0, hash bed564b, HEAD~521
2021-07-03 20:31:02,451 DEBUG                  - depth 1, hash 3e2ddad, HEAD~546
2021-07-03 20:31:02,455 DEBUG                  - depth 2, hash 32eea1e, HEAD~851
2021-07-03 20:31:02,459 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java setSize 600:605
2021-07-03 20:31:02,502 DEBUG                  - depth 0, hash a6fbdae, HEAD~136
2021-07-03 20:31:02,507 DEBUG                  - depth 1, hash 5dad112, HEAD~140
2021-07-03 20:31:02,511 DEBUG                  - depth 2, hash 26d12c5, HEAD~715
2021-07-03 20:31:02,516 DEBUG                  - depth 3, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,520 DEBUG                  - depth 4, hash 8822084, HEAD~1044
2021-07-03 20:31:02,524 DEBUG    [line range] org/apache/commons/compress/archivers/tar/TarArchiveEntry.java writeEntryHeader 851:893
2021-07-03 20:31:02,566 DEBUG                  - depth 0, hash 32619a8, HEAD~95
2021-07-03 20:31:02,572 DEBUG                  - depth 1, hash be286da, HEAD~108
2021-07-03 20:31:02,576 DEBUG                  - depth 2, hash a6fbdae, HEAD~136
2021-07-03 20:31:02,580 DEBUG                  - depth 3, hash 8118f82, HEAD~691
2021-07-03 20:31:02,584 DEBUG                  - depth 4, hash 1d55670, HEAD~694
2021-07-03 20:31:02,588 DEBUG                  - depth 5, hash 46ad24d, HEAD~959
2021-07-03 20:31:02,592 DEBUG                  - depth 6, hash ca16539, HEAD~973
