2021-07-03 20:30:14,797 INFO     Search BICs for /tmp/Compress-16b/
2021-07-03 20:30:14,797 DEBUG    Reading the coverage of org.apache.commons.compress.archivers.ArchiveStreamFactoryTest::aiffFilesAreNoTARs (failings)
2021-07-03 20:30:14,822 INFO     Loaded 1x297 Coverage Matrix
2021-07-03 20:30:14,822 INFO     The number of total commits: 1063
2021-07-03 20:30:15,114 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 40
2021-07-03 20:30:15,149 DEBUG                  - depth 0, hash ca16539, HEAD~950
2021-07-03 20:30:15,155 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveInputStream.java <init> 42:42
2021-07-03 20:30:15,191 DEBUG                  - depth 0, hash 253196a, HEAD~714
2021-07-03 20:30:15,528 DEBUG    [single line]   org/apache/commons/compress/archivers/ArchiveStreamFactory.java <init> 74
2021-07-03 20:30:15,565 DEBUG                  - depth 0, hash 6a70323, HEAD~940
2021-07-03 20:30:15,570 DEBUG                  - depth 1, hash ca16539, HEAD~950
2021-07-03 20:30:15,575 DEBUG    [line range] org/apache/commons/compress/archivers/ArchiveStreamFactory.java createArchiveInputStream 197:257
2021-07-03 20:30:15,614 DEBUG                  - depth 0, hash b410868, HEAD~107
2021-07-03 20:30:15,619 DEBUG                  - depth 1, hash a933173, HEAD~108
2021-07-03 20:30:15,623 DEBUG                  - depth 2, hash a932366, HEAD~216
2021-07-03 20:30:15,627 DEBUG                  - depth 3, hash 58c56fc, HEAD~343
2021-07-03 20:30:15,631 DEBUG                  - depth 4, hash 60d6b6a, HEAD~375
2021-07-03 20:30:15,635 DEBUG                  - depth 5, hash e2f8a9b, HEAD~582
2021-07-03 20:30:15,639 DEBUG                  - depth 6, hash 3a75bfd, HEAD~670
2021-07-03 20:30:15,644 DEBUG                  - depth 7, hash eeef242, HEAD~834
2021-07-03 20:30:15,648 DEBUG                  - depth 8, hash c4a65f0, HEAD~839
2021-07-03 20:30:15,652 DEBUG                  - depth 9, hash 55c78f6, HEAD~904
2021-07-03 20:30:15,656 DEBUG                  - depth 10, hash 0ba4e2a, HEAD~905
2021-07-03 20:30:15,660 DEBUG                  - depth 11, hash dff9001, HEAD~917
2021-07-03 20:30:15,664 DEBUG                  - depth 12, hash b7bc8c7, HEAD~920
2021-07-03 20:30:15,668 DEBUG                  - depth 13, hash 5d9f7b4, HEAD~921
2021-07-03 20:30:15,672 DEBUG                  - depth 14, hash 70c8320, HEAD~930
2021-07-03 20:30:15,676 DEBUG                  - depth 15, hash 6a70323, HEAD~940
2021-07-03 20:30:15,680 DEBUG                  - depth 16, hash ca16539, HEAD~950
2021-07-03 20:30:16,053 DEBUG    [line range] org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java <clinit> 308:309
2021-07-03 20:30:16,091 DEBUG                  - depth 0, hash 0456186, HEAD~240
2021-07-03 20:30:16,096 DEBUG    [line range] org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java matches 273:305
2021-07-03 20:30:16,133 DEBUG                  - depth 0, hash 3f9bcc6, HEAD~911
2021-07-03 20:30:16,139 DEBUG                  - depth 1, hash dff9001, HEAD~917
2021-07-03 20:30:16,143 DEBUG                  - depth 2, hash bd9e3bb, HEAD~918
2021-07-03 20:30:16,147 DEBUG                  - depth 3, hash 72b8402, HEAD~934
