2021-07-03 07:34:20,561 INFO     Search BICs for /tmp/Cli-20b/
2021-07-03 07:34:20,562 DEBUG    Reading the coverage of org.apache.commons.cli.PosixParserTest::testStop3 (failings)
2021-07-03 07:34:20,566 INFO     Loaded 1x138 Coverage Matrix
2021-07-03 07:34:20,567 INFO     The number of total commits: 375
2021-07-03 07:34:20,895 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 47:47
2021-07-03 07:34:20,911 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:20,917 DEBUG                  - depth 1, hash aae50c5, HEAD~373
2021-07-03 07:34:20,921 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addArg 323:326
2021-07-03 07:34:20,937 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:20,942 DEBUG                  - depth 1, hash aae50c5, HEAD~373
2021-07-03 07:34:20,946 DEBUG    [line range] org/apache/commons/cli/CommandLine.java getArgList 291:294
2021-07-03 07:34:20,962 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:20,967 DEBUG                  - depth 1, hash aae50c5, HEAD~373
2021-07-03 07:34:20,971 DEBUG    [line range] org/apache/commons/cli/CommandLine.java hasOption 69:72
2021-07-03 07:34:20,987 DEBUG                  - depth 0, hash b0e1b80, HEAD~111
2021-07-03 07:34:20,992 DEBUG                  - depth 1, hash 9b2b803, HEAD~290
2021-07-03 07:34:20,997 DEBUG                  - depth 2, hash 4cca25d, HEAD~370
2021-07-03 07:34:21,001 DEBUG                  - depth 3, hash aae50c5, HEAD~373
2021-07-03 07:34:21,005 DEBUG    [line range] org/apache/commons/cli/CommandLine.java resolveOption 171:188
2021-07-03 07:34:21,021 DEBUG                  - depth 0, hash b0e1b80, HEAD~111
2021-07-03 07:34:21,026 DEBUG                  - depth 1, hash 9b2b803, HEAD~290
2021-07-03 07:34:21,030 DEBUG                  - depth 2, hash 347bbeb, HEAD~299
2021-07-03 07:34:21,034 DEBUG                  - depth 3, hash 0c281fb, HEAD~302
2021-07-03 07:34:21,038 DEBUG                  - depth 4, hash 83b7ceb, HEAD~341
2021-07-03 07:34:21,042 DEBUG                  - depth 5, hash f9df518, HEAD~342
2021-07-03 07:34:21,046 DEBUG                  - depth 6, hash 5aa47b7, HEAD~347
2021-07-03 07:34:21,051 DEBUG                  - depth 7, hash 4cca25d, HEAD~370
2021-07-03 07:34:21,055 DEBUG                  - depth 8, hash aae50c5, HEAD~373
2021-07-03 07:34:21,410 DEBUG    [line range] org/apache/commons/cli/Option.java <init> 55:55
2021-07-03 07:34:21,426 DEBUG                  - depth 0, hash beb276c, HEAD~295
2021-07-03 07:34:21,432 DEBUG                  - depth 1, hash 62670f5, HEAD~323
2021-07-03 07:34:21,436 DEBUG    [line range] org/apache/commons/cli/Option.java clearValues 665:667
2021-07-03 07:34:21,451 DEBUG                  - depth 0, hash c155ceb, HEAD~109
2021-07-03 07:34:21,456 DEBUG    [line range] org/apache/commons/cli/Option.java getKey 159:168
2021-07-03 07:34:21,472 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:21,477 DEBUG                  - depth 1, hash 347bbeb, HEAD~299
2021-07-03 07:34:21,482 DEBUG    [line range] org/apache/commons/cli/Option.java getLongOpt 210:213
2021-07-03 07:34:21,499 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:21,505 DEBUG                  - depth 1, hash aae50c5, HEAD~373
2021-07-03 07:34:21,509 DEBUG    [line range] org/apache/commons/cli/Option.java hasArg 259:262
2021-07-03 07:34:21,527 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:21,532 DEBUG                  - depth 1, hash 16b91ad, HEAD~346
2021-07-03 07:34:21,536 DEBUG                  - depth 2, hash aae50c5, HEAD~373
2021-07-03 07:34:21,540 DEBUG    [line range] org/apache/commons/cli/Option.java hasLongOpt 249:252
2021-07-03 07:34:21,558 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:21,564 DEBUG                  - depth 1, hash aae50c5, HEAD~373
2021-07-03 07:34:21,568 DEBUG    [line range] org/apache/commons/cli/Option.java isRequired 290:293
2021-07-03 07:34:21,586 DEBUG                  - depth 0, hash 9b2b803, HEAD~290
2021-07-03 07:34:21,591 DEBUG                  - depth 1, hash 5470bca, HEAD~294
2021-07-03 07:34:21,595 DEBUG                  - depth 2, hash 347bbeb, HEAD~299
2021-07-03 07:34:21,599 DEBUG                  - depth 3, hash 43a3545, HEAD~317
2021-07-03 07:34:21,604 DEBUG                  - depth 4, hash 62670f5, HEAD~323
2021-07-03 07:34:21,608 DEBUG                  - depth 5, hash 04490af, HEAD~338
2021-07-03 07:34:21,612 DEBUG                  - depth 6, hash 1060ee7, HEAD~344
