2021-07-03 20:51:04,397 INFO     Search BICs for /tmp/Csv-9b/
2021-07-03 20:51:04,397 DEBUG    Reading the coverage of org.apache.commons.csv.CSVRecordTest::testToMapWithNoHeader (failings)
2021-07-03 20:51:04,404 INFO     Loaded 1x185 Coverage Matrix
2021-07-03 20:51:04,404 INFO     The number of total commits: 801
2021-07-03 20:51:04,683 DEBUG    [line range] org/apache/commons/csv/Assertions.java notNull 31:35
2021-07-03 20:51:04,707 DEBUG                  - depth 0, hash 5941149, HEAD~61
2021-07-03 20:51:04,713 DEBUG                  - depth 1, hash 724c88d, HEAD~102
2021-07-03 20:51:04,717 DEBUG                  - depth 2, hash a2fef00, HEAD~104
2021-07-03 20:51:05,130 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <clinit> 174:175
2021-07-03 20:51:05,169 DEBUG                  - depth 0, hash 5db1a2c, HEAD~111
2021-07-03 20:51:05,174 DEBUG                  - depth 1, hash 97d3457, HEAD~166
2021-07-03 20:51:05,178 DEBUG                  - depth 2, hash 75f39a8, HEAD~178
2021-07-03 20:51:05,182 DEBUG                  - depth 3, hash 60cc83a, HEAD~231
2021-07-03 20:51:05,186 DEBUG                  - depth 4, hash 50e2719, HEAD~422
2021-07-03 20:51:05,190 DEBUG                  - depth 5, hash 42476f4, HEAD~663
2021-07-03 20:51:05,194 DEBUG                  - depth 6, hash 1166ca6, HEAD~674
2021-07-03 20:51:05,198 DEBUG                  - depth 7, hash eac54a2, HEAD~779
2021-07-03 20:51:05,203 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java <init> 296:325
2021-07-03 20:51:05,238 DEBUG                  - depth 0, hash 16b175b, HEAD~2
2021-07-03 20:51:05,243 DEBUG                  - depth 1, hash 35d101c, HEAD~4
2021-07-03 20:51:05,248 DEBUG                  - depth 2, hash 692a1e3, HEAD~5
2021-07-03 20:51:05,252 DEBUG                  - depth 3, hash 5941149, HEAD~61
2021-07-03 20:51:05,256 DEBUG                  - depth 4, hash 97d3457, HEAD~166
2021-07-03 20:51:05,260 DEBUG                  - depth 5, hash 5a0894f, HEAD~190
2021-07-03 20:51:05,264 DEBUG                  - depth 6, hash ab2e7eb, HEAD~194
2021-07-03 20:51:05,268 DEBUG                  - depth 7, hash 75b9a4b, HEAD~230
2021-07-03 20:51:05,272 DEBUG                  - depth 8, hash 60cc83a, HEAD~231
2021-07-03 20:51:05,276 DEBUG                  - depth 9, hash db11c04, HEAD~321
2021-07-03 20:51:05,280 DEBUG                  - depth 10, hash 6a34b82, HEAD~331
2021-07-03 20:51:05,284 DEBUG                  - depth 11, hash 0030e1a, HEAD~383
2021-07-03 20:51:05,288 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getCommentStart 419:421
2021-07-03 20:51:05,322 DEBUG                  - depth 0, hash 60cc83a, HEAD~231
2021-07-03 20:51:05,328 DEBUG                  - depth 1, hash 9bafed6, HEAD~284
2021-07-03 20:51:05,332 DEBUG                  - depth 2, hash e28d4e9, HEAD~289
2021-07-03 20:51:05,336 DEBUG                  - depth 3, hash 2018c0c, HEAD~298
2021-07-03 20:51:05,340 DEBUG                  - depth 4, hash 5e0e770, HEAD~299
2021-07-03 20:51:05,344 DEBUG                  - depth 5, hash 71a6570, HEAD~315
2021-07-03 20:51:05,348 DEBUG                  - depth 6, hash 713e9c5, HEAD~319
2021-07-03 20:51:05,352 DEBUG                  - depth 7, hash db11c04, HEAD~321
2021-07-03 20:51:05,356 DEBUG                  - depth 8, hash 0383fd5, HEAD~327
2021-07-03 20:51:05,360 DEBUG                  - depth 9, hash 68352ee, HEAD~328
2021-07-03 20:51:05,364 DEBUG                  - depth 10, hash 6a34b82, HEAD~331
2021-07-03 20:51:05,368 DEBUG    [line range] org/apache/commons/csv/CSVFormat.java getDelimiter 428:430
2021-07-03 20:51:05,402 DEBUG                  - depth 0, hash 60cc83a, HEAD~231
2021-07-03 20:51:05,408 DEBUG                  - depth 1, hash 759596a, HEAD~242
