2021-07-03 07:29:54,072 INFO     Search BICs for /tmp/Cli-1b/
2021-07-03 07:29:54,072 DEBUG    Reading the coverage of org.apache.commons.cli.bug.BugCLI13Test::testCLI13 (failings)
2021-07-03 07:29:54,077 INFO     Loaded 1x205 Coverage Matrix
2021-07-03 07:29:54,078 INFO     The number of total commits: 263
2021-07-03 07:29:54,404 DEBUG    [line range] org/apache/commons/cli/CommandLine.java <init> 43:43
2021-07-03 07:29:54,417 DEBUG                  - depth 0, hash 9b2b803, HEAD~178
2021-07-03 07:29:54,423 DEBUG                  - depth 1, hash aae50c5, HEAD~261
2021-07-03 07:29:54,427 DEBUG    [line range] org/apache/commons/cli/CommandLine.java addOption 274:290
2021-07-03 07:29:54,439 DEBUG                  - depth 0, hash 9b2b803, HEAD~178
2021-07-03 07:29:54,445 DEBUG                  - depth 1, hash 0f52eff, HEAD~186
2021-07-03 07:29:54,449 DEBUG                  - depth 2, hash 347bbeb, HEAD~187
2021-07-03 07:29:54,453 DEBUG                  - depth 3, hash 0c281fb, HEAD~190
2021-07-03 07:29:54,457 DEBUG                  - depth 4, hash 872f1d5, HEAD~210
2021-07-03 07:29:54,461 DEBUG                  - depth 5, hash c08f738, HEAD~213
2021-07-03 07:29:54,465 DEBUG                  - depth 6, hash 04490af, HEAD~226
2021-07-03 07:29:54,469 DEBUG                  - depth 7, hash f9df518, HEAD~230
2021-07-03 07:29:54,473 DEBUG                  - depth 8, hash 5aa47b7, HEAD~235
2021-07-03 07:29:54,477 DEBUG                  - depth 9, hash 4cca25d, HEAD~258
2021-07-03 07:29:54,481 DEBUG                  - depth 10, hash aae50c5, HEAD~261
2021-07-03 07:29:54,486 DEBUG    [line range] org/apache/commons/cli/CommandLine.java getOptionValue 139:142
2021-07-03 07:29:54,498 DEBUG                  - depth 0, hash 9b2b803, HEAD~178
2021-07-03 07:29:54,503 DEBUG                  - depth 1, hash 1060ee7, HEAD~232
2021-07-03 07:29:54,507 DEBUG    [line range] org/apache/commons/cli/CommandLine.java getOptionValue 125:130
2021-07-03 07:29:54,519 DEBUG                  - depth 0, hash 9b2b803, HEAD~178
2021-07-03 07:29:54,525 DEBUG                  - depth 1, hash f9df518, HEAD~230
2021-07-03 07:29:54,529 DEBUG                  - depth 2, hash 5aa47b7, HEAD~235
2021-07-03 07:29:54,533 DEBUG                  - depth 3, hash 4cca25d, HEAD~258
