2021-07-03 20:14:21,598 INFO     Search BICs for /tmp/Codec-8b/
2021-07-03 20:14:21,598 DEBUG    Reading the coverage of org.apache.commons.codec.binary.Base64InputStreamTest::testCodec105 (failings)
2021-07-03 20:14:21,601 INFO     Loaded 1x77 Coverage Matrix
2021-07-03 20:14:21,601 INFO     The number of total commits: 627
2021-07-03 20:14:22,028 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <clinit> 91:91
2021-07-03 20:14:22,056 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,062 DEBUG                  - depth 1, hash a8502b5, HEAD~190
2021-07-03 20:14:22,066 DEBUG                  - depth 2, hash 01ca214, HEAD~420
2021-07-03 20:14:22,070 DEBUG                  - depth 3, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,074 DEBUG                  - depth 4, hash 71205dd, HEAD~625
2021-07-03 20:14:22,079 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 303:305
2021-07-03 20:14:22,104 DEBUG                  - depth 0, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,109 DEBUG                  - depth 1, hash e2df850, HEAD~205
2021-07-03 20:14:22,113 DEBUG                  - depth 2, hash 3f4e926, HEAD~323
2021-07-03 20:14:22,117 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java <init> 332:351
2021-07-03 20:14:22,145 DEBUG                  - depth 0, hash ffd08a4, HEAD~73
2021-07-03 20:14:22,151 DEBUG                  - depth 1, hash 20a88d9, HEAD~95
2021-07-03 20:14:22,155 DEBUG                  - depth 2, hash 4d67ff2, HEAD~133
2021-07-03 20:14:22,159 DEBUG                  - depth 3, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,163 DEBUG                  - depth 4, hash cad6644, HEAD~181
2021-07-03 20:14:22,167 DEBUG                  - depth 5, hash d3dee54, HEAD~194
2021-07-03 20:14:22,171 DEBUG                  - depth 6, hash ce8a31b, HEAD~203
2021-07-03 20:14:22,175 DEBUG                  - depth 7, hash fa0f64d, HEAD~204
2021-07-03 20:14:22,179 DEBUG                  - depth 8, hash e2df850, HEAD~205
2021-07-03 20:14:22,183 DEBUG                  - depth 9, hash f064899, HEAD~251
2021-07-03 20:14:22,188 DEBUG                  - depth 10, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,192 DEBUG                  - depth 11, hash 71205dd, HEAD~625
2021-07-03 20:14:22,196 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java avail 377:379
2021-07-03 20:14:22,224 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,229 DEBUG                  - depth 1, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,233 DEBUG                  - depth 2, hash e2df850, HEAD~205
2021-07-03 20:14:22,238 DEBUG                  - depth 3, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,242 DEBUG                  - depth 4, hash 71205dd, HEAD~625
2021-07-03 20:14:22,246 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java containsBase64Byte 641:648
2021-07-03 20:14:22,270 DEBUG                  - depth 0, hash d3dee54, HEAD~194
2021-07-03 20:14:22,275 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java encode 464:525
2021-07-03 20:14:22,304 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,309 DEBUG                  - depth 1, hash b8c2d9d, HEAD~165
2021-07-03 20:14:22,313 DEBUG                  - depth 2, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,317 DEBUG                  - depth 3, hash a8502b5, HEAD~190
2021-07-03 20:14:22,321 DEBUG                  - depth 4, hash e2df850, HEAD~205
2021-07-03 20:14:22,325 DEBUG                  - depth 5, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,329 DEBUG                  - depth 6, hash 71205dd, HEAD~625
2021-07-03 20:14:22,334 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java hasData 368:370
2021-07-03 20:14:22,362 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,367 DEBUG                  - depth 1, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,371 DEBUG                  - depth 2, hash e2df850, HEAD~205
2021-07-03 20:14:22,375 DEBUG                  - depth 3, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,380 DEBUG                  - depth 4, hash 71205dd, HEAD~625
2021-07-03 20:14:22,384 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java isBase64 612:614
2021-07-03 20:14:22,412 DEBUG                  - depth 0, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,417 DEBUG                  - depth 1, hash 5e2c0d1, HEAD~192
2021-07-03 20:14:22,421 DEBUG                  - depth 2, hash d3dee54, HEAD~194
2021-07-03 20:14:22,425 DEBUG                  - depth 3, hash e2df850, HEAD~205
2021-07-03 20:14:22,430 DEBUG                  - depth 4, hash 3e7120c, HEAD~322
2021-07-03 20:14:22,434 DEBUG                  - depth 5, hash 7748f47, HEAD~597
2021-07-03 20:14:22,438 DEBUG                  - depth 6, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,442 DEBUG                  - depth 7, hash 71205dd, HEAD~625
2021-07-03 20:14:22,446 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java readResults 406:423
2021-07-03 20:14:22,474 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,480 DEBUG                  - depth 1, hash 2f7454a, HEAD~166
2021-07-03 20:14:22,484 DEBUG                  - depth 2, hash e2df850, HEAD~205
2021-07-03 20:14:22,488 DEBUG                  - depth 3, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,492 DEBUG                  - depth 4, hash 71205dd, HEAD~625
2021-07-03 20:14:22,496 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java resizeBuffer 382:392
2021-07-03 20:14:22,524 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,529 DEBUG                  - depth 1, hash e2df850, HEAD~205
2021-07-03 20:14:22,533 DEBUG                  - depth 2, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,537 DEBUG                  - depth 3, hash 71205dd, HEAD~625
2021-07-03 20:14:22,541 DEBUG    [line range] org/apache/commons/codec/binary/Base64.java setInitialBuffer 436:444
2021-07-03 20:14:22,569 DEBUG                  - depth 0, hash 9333313, HEAD~135
2021-07-03 20:14:22,575 DEBUG                  - depth 1, hash e2df850, HEAD~205
2021-07-03 20:14:22,579 DEBUG                  - depth 2, hash 0e0d475, HEAD~611
2021-07-03 20:14:22,583 DEBUG                  - depth 3, hash 71205dd, HEAD~625
