1,88f44d87d4c2251d7cf55d9aa9c3452a397ae19b,2013-05-17 20:05:18 -0700,223,https://github.com/FasterXML/jackson-databind/issues/223
2,9c5fec2302237ede0e797c13c0663a6bb52c798c,2014-05-28 21:53:45 -0700,467,https://github.com/FasterXML/jackson-databind/issues/467
3,fa1d99255915f21c868f28307fd6e3adb2029ea0,2014-06-03 18:57:54 -0700,479,https://github.com/FasterXML/jackson-databind/issues/479
4,9e080e298d8c0cfd7d77a56eb93d85a5da322555,2014-07-24 22:33:25 -0700,506,https://github.com/FasterXML/jackson-databind/issues/506
5,fd0f1fefdc19593a040b3dce857715d613cb6458,2014-08-13 16:04:04 -0700,515,https://github.com/FasterXML/jackson-databind/issues/515
6,5e799a2e2265cbb6a056b37b50f82cc1eebf1d45,2014-10-02 23:16:26 -0700,570,https://github.com/FasterXML/jackson-databind/issues/570
7,bcccd3e82241db25a2f34ed655dab88395089f39,2014-10-28 20:32:47 -0700,592,https://github.com/FasterXML/jackson-databind/issues/592
8,3b041e3bad5968ade7f7519daeef6695a8f6b7f9,2015-01-02 15:38:56 -0800,667,https://github.com/FasterXML/jackson-databind/issues/667
9,00bb11edc3581f42e1f3c78a047538c8ea9eb0d9,2015-01-19 22:14:14 -0800,682,https://github.com/FasterXML/jackson-databind/issues/682
10,466f706901d39ae95393c6c7b1d0b544247922f1,2015-02-23 16:53:56 -0800,705,https://github.com/FasterXML/jackson-databind/issues/705
11,66bfe6658e6c25e03d1bcd5d4d858e1aaf738a01,2015-03-19 20:20:44 -0700,609,https://github.com/FasterXML/jackson-databind/issues/609
12,1d57c20dfd79c64837cf1ec357ab402f2158227e,2015-03-26 12:49:58 -0700,735,https://github.com/FasterXML/jackson-databind/issues/735
13,59af571c64a169eccd670337f097ff4be44a2262,2015-04-02 11:48:36 -0700,742,https://github.com/FasterXML/jackson-databind/issues/742
14,817a45a07040297a5db45dd04e79b010146b7e0d,2015-04-02 12:53:18 -0700,744,https://github.com/FasterXML/jackson-databind/issues/744
15,119ddc9701c94ac184362166742ceaa7437eec8f,2015-04-02 14:32:26 -0700,731,https://github.com/FasterXML/jackson-databind/issues/731
16,db612bb3839581d0a88297667880cad548c018b1,2015-04-26 22:42:17 -0700,771,https://github.com/FasterXML/jackson-databind/issues/771
17,a143c05db7a911f98f8bf59beb13cfcb7689395d,2015-05-14 20:56:50 -0700,793,https://github.com/FasterXML/jackson-databind/issues/793
18,2abf5a321405a82ed4e0d3a7c876c82bb05188f9,2015-05-21 15:28:03 -0700,734,https://github.com/FasterXML/jackson-databind/issues/734
19,354e1390bc397ef048ffd5d905b0709a3a2585ef,2015-05-28 14:27:57 -0700,810,https://github.com/FasterXML/jackson-databind/issues/810
20,6456a9ac0bee09e2ae45ae56739102a8071f217a,2015-06-04 21:14:49 -0700,815,https://github.com/FasterXML/jackson-databind/issues/815
21,707db7a972e2d088647450f9a890c438fb735933,2015-06-11 14:10:54 -0700,677,https://github.com/FasterXML/jackson-databind/issues/677
22,a92e2be0ccbe6732e1fef39bf48b0f9dcc559fd6,2015-06-25 15:08:36 -0700,848,https://github.com/FasterXML/jackson-databind/issues/848
23,6172d7561007a941b01f960dd44d94a92f3ad763,2015-07-01 12:29:21 -0700,849,https://github.com/FasterXML/jackson-databind/issues/849
24,b4ef0a65150a7311ebb9119b1ac6898e33dc0baf,2015-08-06 22:12:59 -0700,889,https://github.com/FasterXML/jackson-databind/issues/889
25,9917c94d94a285ece80e6c9f3d2b9fba06d98fd7,2015-08-09 14:19:48 -0700,890,https://github.com/FasterXML/jackson-databind/issues/890
26,2ea6e402d4cf86c3f7e9a16e667a40bab61cf11c,2015-08-14 15:44:02 -0700,899,https://github.com/FasterXML/jackson-databind/issues/899
27,f2f611e701c63c8e98e59f315641bd2bf2921aea,2015-09-11 17:29:17 -0700,928,https://github.com/FasterXML/jackson-databind/issues/928
28,b049739cc66a0f79c19dd1cea47e922d95645023,2015-09-23 16:04:09 -0700,941,https://github.com/FasterXML/jackson-databind/issues/941
29,30b5469753686548ca7a590dd1bc5114181e68a9,2015-09-29 21:10:19 -0700,942,https://github.com/FasterXML/jackson-databind/pull/942
30,ca6c3fc55eb74e21fe90e18da33723fb99b22f21,2015-10-10 16:41:58 -0700,965,https://github.com/FasterXML/jackson-databind/issues/965
31,fe25f7e14d92f5d4746549e7df22e9af35fdf54b,2015-10-28 16:32:31 -0700,984,https://github.com/FasterXML/jackson-databind/issues/984
32,d5a25f4300a93f4c411a7b8364d34122bc0a1b62,2015-10-28 17:22:05 -0700,989,https://github.com/FasterXML/jackson-databind/issues/989
33,660ec8f8c081646413d14adf41d55bbd4362a5a8,2015-11-20 14:02:01 -0800,1013,https://github.com/FasterXML/jackson-databind/issues/1013
34,6b471c37efce0a3205dff387efd3473980be648f,2015-12-12 11:29:04 -0800,1045,https://github.com/FasterXML/jackson-databind/issues/1045
35,cecd409aa97693beb87c4e9ca34ea7f734676216,2015-12-17 21:49:10 -0800,1051,https://github.com/FasterXML/jackson-databind/issues/1051
36,c48e992652125eb74aea8ead8cbda5fd0b44976a,2015-12-23 00:12:59 -0800,803,https://github.com/FasterXML/jackson-databind/issues/803
37,dbf0c6f4c93d922a2ebb4d744661e7090fef2aac,2016-01-15 21:02:56 -0800,1083,https://github.com/FasterXML/jackson-databind/issues/1083
38,21a2e4b7d680bf796f07d5d3b6119a3cd3fc356c,2016-01-28 17:39:14 -0800,1102,https://github.com/FasterXML/jackson-databind/issues/1102
39,308ed4ed89b32d119b5994e457597275c6a0af7d,2016-01-29 22:29:46 -0800,1108,https://github.com/FasterXML/jackson-databind/issues/1108
40,21ca92134c900809278c987cd02d0b2335f4fb1f,2016-01-29 23:01:19 -0800,1095,https://github.com/FasterXML/jackson-databind/issues/1095
